svlist_url,record_url,name,description,mileage,price,make,model,trim,year,vin,body,cylinders,doors,drivetrain,exterior_color,interior_color,fuel,transmission,engine,stock_number,features,images,profit_estimate,average_price,profit_estimate_percentage
"https://www.cars.com/shopping/results/?deal_ratings[]=great&dealer_id=&keyword=&list_price_max=&list_price_min=&makes[]=&maximum_distance=all&mileage_max=&page_size=20&sort=listed_at_desc&stock_type=used&year_max=&year_min=&zip=","https://www.cars.com/vehicledetail/910d58bd-f609-4cbe-8a53-72384e9c6242/","2015 Hyundai Sonata Limited",,"116883","12995","Hyundai","Sonata","Limited","2015","5NPE34AF1FH195268","Sedan","4","4","Front-wheel Drive","BLUE","Gray","Gasoline","6-SPEED A/T","der Engine","1069","Backup Camera, Blind Spot Monitor, Bluetooth, Brake Assist, Stability Control, Leather Seats, Heated Seats, Heated Steering Wheel, HomeLink, Keyless Start, Lane Departure Warning, Navigation System, Sunroof/Moonroof, Premium Sound System, Rear Cross Traffic Alert, USB Port","null, https://platform.cstatic-images.com/xlarge/in/v2/b25160d0-b562-4cca-a2c8-1e7c94dd7dd6/82918e26-6c50-4cdf-86f9-fd5670041a19/zeKVAitzIclgVX5di4pZSLpRnnE.jpg, https://platform.cstatic-images.com/xlarge/in/v2/b25160d0-b562-4cca-a2c8-1e7c94dd7dd6/82918e26-6c50-4cdf-86f9-fd5670041a19/vvUqPE8oy3IyP8MDMkvdbP5b3wg.jpg",605,13600,4.655636783378222
